"","Column1","Dnum","Country","State","County","Age","Formation","Stage","Age_Date","AmmoniteZone","LocDescr","Resume_of_Fauna","IndexFossil","Collector","Date","EandR","Map","USGS7.5","Lat_Pub","Long_Pub","Reference","Comments","last_modified","Orig_Resume_Fauna","FieldNum","FormationNew","species"
"35",400,2327,"USA","NE","Jefferson","Cretaceous","From limestone concretions just beneath Ardmore bentonite bed.","",NA,"","East line of quadrangle, just north of center of sec. 5, T. 2 S., R. 70 W.","Baculites ","","J. R. Gill","1959","","","",43.022,-103.6759,"","","02/18/2014","Baculites ","","Ardmore","Baculites "
"36",37,7218,"USA","UT","Uintah","Cretaceous","Asphalt Ridge Sandstone (150' above D7217)","Campanian, Lower about 80.5 MY",NA,"","NW1/4NE1/4 sec. 30, T. 4 S., R 21 E.","Baculites sp. (weak flank ribs)","","Gill and Burkholder","1969","OF-69-18D","Vernal NE ","",40.44677,-109.60284,"","","02/18/2014","Baculites sp. (weak flank ribs)","","Asphalt Ridge","Baculites sp. "
"37",38,7232,"USA","UT","Uintah","Cretaceous","Asphalt Ridge Sandstone (float)","Campanian, Lower about 80.5 MY",NA,"","NE1/4NE1/4NE1/4 sec. 25, T. 4 S., R 20 E. at asphalt pit","Baculites sp. (weak flank ribs)","","Gill, Burkholder, Cobban","1969","OF-69-18D","Vernal NE ","",40.44635,-109.61477,"","","02/18/2014","Baculites sp. (weak flank ribs)","","Asphalt Ridge","Baculites sp. "
"38",39,7217,"USA","UT","Uintah","Cretaceous","Asphalt Ridge Sandstone (top)","Campanian, Lower about 80.5 MY",NA,"","NW1/4NE1/4 sec. 30, T. 4 S., R 21 E.","Baculites sp. (weak flank ribs)","","Gill","1969","OF-69-18D","Vernal NE ","",40.44677,-109.60284,"","","02/18/2014","Baculites sp. (weak flank ribs)","","Asphalt Ridge","Baculites sp. "
"39",57,3420,"USA","UT","Daggett","Upper Cretaceous","Baxterr Shale (Thin - bedded sandstone in upper part)","Campanian, Lower about 81.7 MY",NA,"GREGORYENSIS","SW1/4 SW1/4 NE1/4 sec. 22, T. 3 N., R. 21 E.","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","Haresiceras","A. D. Zapp, W. A. Cobban","8/2/61, 8/8/61","OF-61-5D","","",39.49106,-105.08294,"PP 619, PP 454-I","","02/18/2014","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","","Baxter","Inoceramus cf. I. Balticus Boehm"
"391",57,3420,"USA","UT","Daggett","Upper Cretaceous","Baxterr Shale (Thin - bedded sandstone in upper part)","Campanian, Lower about 81.7 MY",NA,"GREGORYENSIS","SW1/4 SW1/4 NE1/4 sec. 22, T. 3 N., R. 21 E.","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","Haresiceras","A. D. Zapp, W. A. Cobban","8/2/61, 8/8/61","OF-61-5D","","",39.49106,-105.08294,"PP 619, PP 454-I","","02/18/2014","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","","Baxter","Baculites sp."
"392",57,3420,"USA","UT","Daggett","Upper Cretaceous","Baxterr Shale (Thin - bedded sandstone in upper part)","Campanian, Lower about 81.7 MY",NA,"GREGORYENSIS","SW1/4 SW1/4 NE1/4 sec. 22, T. 3 N., R. 21 E.","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","Haresiceras","A. D. Zapp, W. A. Cobban","8/2/61, 8/8/61","OF-61-5D","","",39.49106,-105.08294,"PP 619, PP 454-I","","02/18/2014","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","","Baxter","Scaphites hippocrepis  var. crassus Reeside"
"393",57,3420,"USA","UT","Daggett","Upper Cretaceous","Baxterr Shale (Thin - bedded sandstone in upper part)","Campanian, Lower about 81.7 MY",NA,"GREGORYENSIS","SW1/4 SW1/4 NE1/4 sec. 22, T. 3 N., R. 21 E.","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","Haresiceras","A. D. Zapp, W. A. Cobban","8/2/61, 8/8/61","OF-61-5D","","",39.49106,-105.08294,"PP 619, PP 454-I","","02/18/2014","Inoceramus cf. I. Balticus Boehm, Baculites sp., Scaphites hippocrepis (Dekay) var. crassus Reeside, Haresiceras sp.","","Baxter","Haresiceras sp."
"40",365,2314,"USA","WY","Sweetwater","Cretaceous","From a sandstone approximately 2,178 feet above top of Baxter formation.","",NA,"","NE1/4NE1/4 sec. 26, T. 16 N., R. 103 W.","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","J. H. Smith","1959","","","",41.34352,-108.97043,"","","02/18/2014","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","Baxter","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes"
"401",365,2314,"USA","WY","Sweetwater","Cretaceous","From a sandstone approximately 2,178 feet above top of Baxter formation.","",NA,"","NE1/4NE1/4 sec. 26, T. 16 N., R. 103 W.","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","J. H. Smith","1959","","","",41.34352,-108.97043,"","","02/18/2014","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","Baxter","Pecten  halli Gabb"
"402",365,2314,"USA","WY","Sweetwater","Cretaceous","From a sandstone approximately 2,178 feet above top of Baxter formation.","",NA,"","NE1/4NE1/4 sec. 26, T. 16 N., R. 103 W.","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","J. H. Smith","1959","","","",41.34352,-108.97043,"","","02/18/2014","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","Baxter","Cymella montanenis Henderson"
"403",365,2314,"USA","WY","Sweetwater","Cretaceous","From a sandstone approximately 2,178 feet above top of Baxter formation.","",NA,"","NE1/4NE1/4 sec. 26, T. 16 N., R. 103 W.","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","J. H. Smith","1959","","","",41.34352,-108.97043,"","","02/18/2014","Inoceramus subcompressus Meek & Hayden Ostrea russelli Landes, Pecten (Syncyclonema) halli Gabb, Cymella montanenis Henderson, Legumen ellipticum Conrad","","Baxter","Legumen ellipticum Conrad"
"411",6,2127,"USA","UT","Carbon","Cretaceous","About 10 feet above Aberdeen sandstone member of Blackhawk formation","Campanian",NA,"","Road cut in Soldier Canyon in NE1/4  sec. 18, T. 13 S., R. 12 E.","Anomia micronema Meek","","A. D. Zapp","5/25/1959","F-59-11D, 18D","","",39.69916,-110.61202,"","","02/18/2014","Anomia micronema Meek","","Blackhawk","Anomia micronema Meek"
"421",59,10151,"USA","UT","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 16, T. 21 S., R. 6 E.","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","R. M. Flores","1977","Coal-77-1D","Emery West ","",38.99101,-111.25189,"","","02/18/2014","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","Blackhawk","Brachidontes sp."
"422",59,10151,"USA","UT","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 16, T. 21 S., R. 6 E.","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","R. M. Flores","1977","Coal-77-1D","Emery West ","",38.99101,-111.25189,"","","02/18/2014","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","Blackhawk","Lucina? sp."
"423",59,10151,"USA","UT","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 16, T. 21 S., R. 6 E.","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","R. M. Flores","1977","Coal-77-1D","Emery West ","",38.99101,-111.25189,"","","02/18/2014","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","Blackhawk","Corbula sp."
"424",59,10151,"USA","UT","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 16, T. 21 S., R. 6 E.","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","R. M. Flores","1977","Coal-77-1D","Emery West ","",38.99101,-111.25189,"","","02/18/2014","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","Blackhawk","Leptosolen sp."
"425",59,10151,"USA","UT","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 16, T. 21 S., R. 6 E.","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","R. M. Flores","1977","Coal-77-1D","Emery West ","",38.99101,-111.25189,"","","02/18/2014","Brachidontes sp., Lucina? sp., Corbula sp., Leptosolen sp.,","","Blackhawk",""
"431",60,10152,"USA","Utah","Emery","Upper Cretaceous ","Blackhawk Formation ","Campanian",NA,"","sec. 33, T. 21 S., R. 6 E.  ","Crassostrea sp.","","R. M. Flores","1977","Coal-77-1D","Emery West","",38.94681,-111.25202,"","","02/18/2014","Crassostrea sp.","","Blackhawk","Crassostrea sp."
"441",61,10153,"USA","Utah","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 5, T. 22 S., R. 6 E.  ","Corbula Undifera (Meek), Dircella Insculpta (Meek)","","R. M. Flores","1977","","Emery West","",39.02057,-111.27111,"","","02/18/2014","Corbula Undifera (Meek), Dircella Insculpta (Meek)","","Blackhawk","Corbula Undifera "
"442",61,10153,"USA","Utah","Emery","Cretaceous ","Blackhawk Formation ","Campanian",NA,"","Emery West quad., sec. 5, T. 22 S., R. 6 E.  ","Corbula Undifera (Meek), Dircella Insculpta (Meek)","","R. M. Flores","1977","","Emery West","",39.02057,-111.27111,"","","02/18/2014","Corbula Undifera (Meek), Dircella Insculpta (Meek)","","Blackhawk","Dircella Insculpta "
"45",62,6221,"USA","UT","Carbon","Cretaceous","Blackhawk Formation, 50-60 ft above Sunnyside coal seam","Campanian",NA,"","Sec. 35, T. 14 s., R. 14 E.","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Jonh O. Maberry","1967","EG-68-1D","Sunnyside","",39.56224,-110.31649,"","","02/18/2014","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Blackhawk","Ostr sp."
"451",62,6221,"USA","UT","Carbon","Cretaceous","Blackhawk Formation, 50-60 ft above Sunnyside coal seam","Campanian",NA,"","Sec. 35, T. 14 s., R. 14 E.","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Jonh O. Maberry","1967","EG-68-1D","Sunnyside","",39.56224,-110.31649,"","","02/18/2014","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Blackhawk","Anomia micronema Meek"
"452",62,6221,"USA","UT","Carbon","Cretaceous","Blackhawk Formation, 50-60 ft above Sunnyside coal seam","Campanian",NA,"","Sec. 35, T. 14 s., R. 14 E.","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Jonh O. Maberry","1967","EG-68-1D","Sunnyside","",39.56224,-110.31649,"","","02/18/2014","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Blackhawk","Brachidontes sp."
"453",62,6221,"USA","UT","Carbon","Cretaceous","Blackhawk Formation, 50-60 ft above Sunnyside coal seam","Campanian",NA,"","Sec. 35, T. 14 s., R. 14 E.","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Jonh O. Maberry","1967","EG-68-1D","Sunnyside","",39.56224,-110.31649,"","","02/18/2014","Ostr sp., Anomia micronema Meek, Brachidontes sp., Corbula sp.","","Blackhawk","Corbula sp."
"46",414,2512,"USA","UT","Emery","Cretaceous","From orange-brown calcareous sandstone concretions just above lowest of three shaly marine sandstones representing tongues of the Blackhawk formation.","Campanian",NA,"Scaphites hippocrepis","Eight miles north-northeast of Green River, about 1/4 mile east of Gunnison Butte, SW1/4 sec. 3, T. 20 S., R. 16 E.UT.","Inoceramus sp., Baculites sp., Scaphites sp.","Scaphites hippocrepis","A. D. Zapp, W. A. Cobban","05/11/1960","F-60-11D","","Tusher Canyon",39.1058,-110.1189,"","","02/18/2014","Inoceramus sp., Baculites sp., Scaphites sp.","","Blackhawk","Inoceramus sp."
"461",414,2512,"USA","UT","Emery","Cretaceous","From orange-brown calcareous sandstone concretions just above lowest of three shaly marine sandstones representing tongues of the Blackhawk formation.","Campanian",NA,"Scaphites hippocrepis","Eight miles north-northeast of Green River, about 1/4 mile east of Gunnison Butte, SW1/4 sec. 3, T. 20 S., R. 16 E.UT.","Inoceramus sp., Baculites sp., Scaphites sp.","Scaphites hippocrepis","A. D. Zapp, W. A. Cobban","05/11/1960","F-60-11D","","Tusher Canyon",39.1058,-110.1189,"","","02/18/2014","Inoceramus sp., Baculites sp., Scaphites sp.","","Blackhawk","Baculites sp."
"462",414,2512,"USA","UT","Emery","Cretaceous","From orange-brown calcareous sandstone concretions just above lowest of three shaly marine sandstones representing tongues of the Blackhawk formation.","Campanian",NA,"Scaphites hippocrepis","Eight miles north-northeast of Green River, about 1/4 mile east of Gunnison Butte, SW1/4 sec. 3, T. 20 S., R. 16 E.UT.","Inoceramus sp., Baculites sp., Scaphites sp.","Scaphites hippocrepis","A. D. Zapp, W. A. Cobban","05/11/1960","F-60-11D","","Tusher Canyon",39.1058,-110.1189,"","","02/18/2014","Inoceramus sp., Baculites sp., Scaphites sp.","","Blackhawk","Scaphites sp."
"47",441,2128,"USA","UT","Emery","Cretaceous","From upper part of Mancos shale 25 - 50 feet below base of lower sandstone member of Blackhawk formation","Campanian",NA,"","From cut bank of Long Canyon in sec. 5 or 6, T. 20 S., 18 E.","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","A. D. Zapp","5/28/1959","F-59-11D, 18D","","",39.11071,-109.94854,"","","02/18/2014","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","Blackhawk","Inoceramus sp."
"471",441,2128,"USA","UT","Emery","Cretaceous","From upper part of Mancos shale 25 - 50 feet below base of lower sandstone member of Blackhawk formation","Campanian",NA,"","From cut bank of Long Canyon in sec. 5 or 6, T. 20 S., 18 E.","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","A. D. Zapp","5/28/1959","F-59-11D, 18D","","",39.11071,-109.94854,"","","02/18/2014","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","Blackhawk","Baculites aff. B. aquilaensis Reeside"
"472",441,2128,"USA","UT","Emery","Cretaceous","From upper part of Mancos shale 25 - 50 feet below base of lower sandstone member of Blackhawk formation","Campanian",NA,"","From cut bank of Long Canyon in sec. 5 or 6, T. 20 S., 18 E.","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","A. D. Zapp","5/28/1959","F-59-11D, 18D","","",39.11071,-109.94854,"","","02/18/2014","Inoceramus sp., Baculites aff. B. aquilaensis Reeside, Scaphites sp.","","Blackhawk","Scaphites sp."
"48",983,6722,"USA","UT","Emery","Cretaceous","Sunny side Member of Blackhawk Formation.","Campanian",NA,"","NE¼ sec.24, T.17S., R.14W","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","John O. Maberry","5/21/1905","EG-68-4D","Woodside","",39.31998,-113.36803,"","","02/18/2014","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","Blackhawk","Crassostrea sp."
"481",983,6722,"USA","UT","Emery","Cretaceous","Sunny side Member of Blackhawk Formation.","Campanian",NA,"","NE¼ sec.24, T.17S., R.14W","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","John O. Maberry","5/21/1905","EG-68-4D","Woodside","",39.31998,-113.36803,"","","02/18/2014","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","Blackhawk","Brachidontes sp."
"482",983,6722,"USA","UT","Emery","Cretaceous","Sunny side Member of Blackhawk Formation.","Campanian",NA,"","NE¼ sec.24, T.17S., R.14W","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","John O. Maberry","5/21/1905","EG-68-4D","Woodside","",39.31998,-113.36803,"","","02/18/2014","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.","","Blackhawk","and corbula undifera Meek."
"49",36,2595,"USA","WY","Sweetwater","Cretaceous","Approximately 900-930 feet below top of Ericson formation, or 2,200 feet above top of a massive sandstone unit (basal Blair sandstone?) in the Mancos shale.","Campanian",NA,"","SW1/4 sec. 19, T. 12 N., R. 107 W., Sweetwater Co., WY.","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","J. H. Smith","1960","0","","",41.00285,-109.51824,"","","02/18/2014","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","Blair","Ostrea sp."
"491",36,2595,"USA","WY","Sweetwater","Cretaceous","Approximately 900-930 feet below top of Ericson formation, or 2,200 feet above top of a massive sandstone unit (basal Blair sandstone?) in the Mancos shale.","Campanian",NA,"","SW1/4 sec. 19, T. 12 N., R. 107 W., Sweetwater Co., WY.","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","J. H. Smith","1960","0","","",41.00285,-109.51824,"","","02/18/2014","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","Blair","Corbula undifera Meek"
"492",36,2595,"USA","WY","Sweetwater","Cretaceous","Approximately 900-930 feet below top of Ericson formation, or 2,200 feet above top of a massive sandstone unit (basal Blair sandstone?) in the Mancos shale.","Campanian",NA,"","SW1/4 sec. 19, T. 12 N., R. 107 W., Sweetwater Co., WY.","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","J. H. Smith","1960","0","","",41.00285,-109.51824,"","","02/18/2014","Ostrea sp., Corbula undifera Meek, Fish bones and teeth","","Blair","Fish bones and teeth"
"50",63,4926,"USA","WY","Sweetwater","Cretaceous","Blair Fm.,  from upper part.","Campanian",NA,"","NW¼NW¼SW¼sec. 5, T. 18N., R. 104W.","Pelecypods","","E. A. Merewether","07/09/1965","","","",41.56627,-109.17503,"","","02/18/2014","Pelecypods","","Blair","Pelecypods"
"511",64,4927,"USA","WY","Sweetwater","Cretaceous","Blair Fm.,  from upper part.","Campanian",NA,"","SE¼SE¼NE¼sec. 6, T. 18N., R. 104W.","Baculites aquilaensis","","J. R. Gill","07/09/1965","","","",41.5678,-109.1775,"","","02/18/2014","Baculites aquilaensis","","Blair","Baculites aquilaensis"
"521",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Inoceramus balticus Boehm"
"522",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Baculites haresi Reeside"
"523",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Scaphites hipppocrepis "
"524",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Scaphites aquilaensis Reeside"
"525",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Placenticeras meeki Boehm"
"526",351,2598,"USA","WY","Sweetwater","Upper Cretaceous","From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.","Campanian",NA,"NEBRASCENSIS","NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","J. H. Smith","1960","0","","",39.9379,-105.2582,"PP 619","","02/18/2014","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside","","Blair","Eutrephoceras alcesense Reeside"
